Sampling Time;Measurement Type;Bioshaker Processed;Sampling ID;Quadrant Used in Reading Plate;Dilution Factor
28-08-2020 23:32:44;OD450;1;15;1;5
28-08-2020 23:39:06;OD600;2;15;2;5
28-08-2020 23:41:15;OD450;2;15;2;5
29-08-2020 00:05:45;OD600;1;16;3;5
29-08-2020 00:07:54;OD450;1;16;3;5
29-08-2020 00:14:19;OD600;2;16;4;5
29-08-2020 00:16:28;OD450;2;16;4;5
29-08-2020 00:39:55;OD600;1;17;1;5
29-08-2020 00:42:04;OD450;1;17;1;5
29-08-2020 00:48:28;OD600;2;17;2;5
29-08-2020 00:50:37;OD450;2;17;2;5
29-08-2020 01:13:06;OD600;1;18;3;5
29-08-2020 01:15:15;OD450;1;18;3;5
29-08-2020 01:23:42;OD600;2;18;4;5
29-08-2020 01:25:51;OD450;2;18;4;5
29-08-2020 01:49:16;OD600;1;19;1;5
29-08-2020 01:51:24;OD450;1;19;1;5
29-08-2020 01:57:50;OD600;2;19;2;5
29-08-2020 01:59:59;OD450;2;19;2;5
29-08-2020 02:24:28;OD600;1;20;3;5
29-08-2020 02:26:37;OD450;1;20;3;5
29-08-2020 02:33:01;OD600;2;20;4;5
29-08-2020 02:35:10;OD450;2;20;4;5
29-08-2020 03:00:35;OD600;1;21;1;5
29-08-2020 03:02:44;OD450;1;21;1;5
29-08-2020 03:09:08;OD600;2;21;2;5
29-08-2020 03:11:17;OD450;2;21;2;5
29-08-2020 03:35:48;OD600;1;22;3;5
29-08-2020 03:37:57;OD450;1;22;3;5
29-08-2020 03:44:21;OD600;2;22;4;5
29-08-2020 03:46:30;OD450;2;22;4;5
29-08-2020 04:09:54;OD600;1;23;1;5
29-08-2020 04:12:03;OD450;1;23;1;5
29-08-2020 04:18:27;OD600;2;23;2;5
29-08-2020 04:20:36;OD450;2;23;2;5
29-08-2020 04:43:02;OD600;1;24;3;5
29-08-2020 04:45:11;OD450;1;24;3;5
29-08-2020 04:53:38;OD600;2;24;4;5
29-08-2020 04:55:47;OD450;2;24;4;5
29-08-2020 05:19:11;OD600;1;25;1;5
29-08-2020 05:21:20;OD450;1;25;1;5
29-08-2020 05:27:43;OD600;2;25;2;5
29-08-2020 05:29:52;OD450;2;25;2;5
29-08-2020 05:54:23;OD600;1;26;3;5
29-08-2020 05:56:32;OD450;1;26;3;5
29-08-2020 06:02:57;OD600;2;26;4;5
29-08-2020 06:05:06;OD450;2;26;4;5
29-08-2020 06:30:32;OD600;1;27;1;5
29-08-2020 06:32:41;OD450;1;27;1;5
29-08-2020 06:39:05;OD600;2;27;2;5
29-08-2020 06:41:14;OD450;2;27;2;5
29-08-2020 07:05:46;OD600;1;28;3;5
29-08-2020 07:07:55;OD450;1;28;3;5
29-08-2020 07:14:19;OD600;2;28;4;5
29-08-2020 07:16:28;OD450;2;28;4;5
29-08-2020 07:39:55;OD600;1;29;1;5
29-08-2020 07:42:04;OD450;1;29;1;5
29-08-2020 07:48:28;OD600;2;29;2;5
29-08-2020 07:50:37;OD450;2;29;2;5
29-08-2020 08:13:06;OD600;1;30;3;5
29-08-2020 08:15:15;OD450;1;30;3;5
29-08-2020 08:23:40;OD600;2;30;4;5
29-08-2020 08:25:50;OD450;2;30;4;5
29-08-2020 08:49:19;OD600;1;31;1;5
29-08-2020 08:51:28;OD450;1;31;1;5
29-08-2020 08:57:49;OD600;2;31;2;5
29-08-2020 08:59:57;OD450;2;31;2;5
29-08-2020 09:24:26;OD600;1;32;3;5
29-08-2020 09:26:35;OD450;1;32;3;5
29-08-2020 09:32:58;OD600;2;32;4;5
29-08-2020 09:35:07;OD450;2;32;4;5
29-08-2020 10:00:34;OD600;1;33;1;5
29-08-2020 10:02:43;OD450;1;33;1;5
29-08-2020 10:09:07;OD600;2;33;2;5
29-08-2020 10:11:17;OD450;2;33;2;5
29-08-2020 10:35:50;OD600;1;34;3;5
29-08-2020 10:37:59;OD450;1;34;3;5
29-08-2020 10:44:22;OD600;2;34;4;5
29-08-2020 10:46:31;OD450;2;34;4;5
29-08-2020 11:09:56;OD600;1;35;1;5
29-08-2020 11:12:05;OD450;1;35;1;5
29-08-2020 11:18:29;OD600;2;35;2;5
29-08-2020 11:20:38;OD450;2;35;2;5
29-08-2020 11:43:10;OD600;1;36;3;5
29-08-2020 11:45:19;OD450;1;36;3;5
29-08-2020 11:53:45;OD600;2;36;4;5
29-08-2020 11:55:54;OD450;2;36;4;5
29-08-2020 12:19:18;OD600;1;37;1;5
29-08-2020 12:21:27;OD450;1;37;1;5
29-08-2020 12:27:50;OD600;2;37;2;5
29-08-2020 12:29:59;OD450;2;37;2;5
29-08-2020 12:54:27;OD600;1;38;3;5
29-08-2020 12:56:37;OD450;1;38;3;5
29-08-2020 13:03:02;OD600;2;38;4;5
29-08-2020 13:05:11;OD450;2;38;4;5
29-08-2020 13:30:36;OD600;1;39;1;5
29-08-2020 13:32:45;OD450;1;39;1;5
29-08-2020 13:39:08;OD600;2;39;2;5
29-08-2020 13:41:17;OD450;2;39;2;5
29-08-2020 14:05:46;OD600;1;40;3;5
29-08-2020 14:07:55;OD450;1;40;3;5
29-08-2020 14:14:19;OD600;2;40;4;5
29-08-2020 14:16:28;OD450;2;40;4;5
29-08-2020 14:39:53;OD600;1;41;1;5
29-08-2020 14:42:02;OD450;1;41;1;5
29-08-2020 14:48:28;OD600;2;41;2;5
29-08-2020 14:50:37;OD450;2;41;2;5
29-08-2020 15:13:05;OD600;1;42;3;5
29-08-2020 15:15:14;OD450;1;42;3;5
29-08-2020 15:23:41;OD600;2;42;4;5
29-08-2020 15:25:50;OD450;2;42;4;5
29-08-2020 15:49:15;OD600;1;43;1;5
29-08-2020 15:51:24;OD450;1;43;1;5
29-08-2020 15:57:50;OD600;2;43;2;5
29-08-2020 15:59:58;OD450;2;43;2;5
29-08-2020 16:24:29;OD600;1;44;3;5
29-08-2020 16:26:38;OD450;1;44;3;5
29-08-2020 16:33:01;OD600;2;44;4;5
29-08-2020 16:35:10;OD450;2;44;4;5
29-08-2020 17:00:36;OD600;1;45;1;5
29-08-2020 17:02:45;OD450;1;45;1;5
29-08-2020 17:09:09;OD600;2;45;2;5
29-08-2020 17:11:18;OD450;2;45;2;5
29-08-2020 17:35:50;OD600;1;46;3;5
29-08-2020 17:37:59;OD450;1;46;3;5
29-08-2020 17:44:24;OD600;2;46;4;5
29-08-2020 17:46:33;OD450;2;46;4;5
29-08-2020 18:10:01;OD600;1;47;1;5
29-08-2020 18:12:10;OD450;1;47;1;5
29-08-2020 18:18:32;OD600;2;47;2;5
29-08-2020 18:20:41;OD450;2;47;2;5
29-08-2020 18:45:10;OD600;1;48;3;5
29-08-2020 18:47:19;OD450;1;48;3;5
29-08-2020 18:53:46;OD600;2;48;4;5
29-08-2020 18:55:55;OD450;2;48;4;5
29-08-2020 19:21:20;OD600;1;49;1;5
29-08-2020 19:23:29;OD450;1;49;1;5
29-08-2020 19:29:54;OD600;2;49;2;5
29-08-2020 19:32:03;OD450;2;49;2;5
29-08-2020 19:56:33;OD600;1;50;3;5
29-08-2020 19:58:42;OD450;1;50;3;5
29-08-2020 20:05:07;OD600;2;50;4;5
29-08-2020 20:07:16;OD450;2;50;4;5
29-08-2020 20:15:21;Experiment Finished;;100;
