Sampling Time;Measurement Type;Bioshaker Processed;Sampling ID;Quadrant Used in Reading Plate
26-07-2019 07:01:38;FLUO;5;9;4
26-07-2019 08:49:30;OD600;1;10;1
26-07-2019 08:51:40;OD450;1;10;1
26-07-2019 08:53:51;FLUO;1;10;1
26-07-2019 09:01:44;OD600;2;10;2
26-07-2019 09:03:57;OD450;2;10;2
26-07-2019 09:06:05;FLUO;2;10;2
26-07-2019 09:14:02;OD600;3;10;3
26-07-2019 09:16:12;OD450;3;10;3
26-07-2019 09:18:19;FLUO;3;10;3
26-07-2019 09:26:05;OD600;5;10;4
26-07-2019 09:28:16;OD450;5;10;4
26-07-2019 09:30:23;FLUO;5;10;4
26-07-2019 11:18:01;OD600;1;11;1
26-07-2019 11:20:10;OD450;1;11;1
26-07-2019 11:22:17;FLUO;1;11;1
26-07-2019 11:29:47;OD600;2;11;2
26-07-2019 11:31:58;OD450;2;11;2
26-07-2019 11:34:05;FLUO;2;11;2
26-07-2019 11:41:33;OD600;3;11;3
26-07-2019 11:43:43;OD450;3;11;3
26-07-2019 11:45:50;FLUO;3;11;3
26-07-2019 11:54:00;OD600;5;11;4
26-07-2019 11:56:10;OD450;5;11;4
26-07-2019 11:58:16;FLUO;5;11;4
26-07-2019 13:45:53;OD600;1;12;1
26-07-2019 13:48:03;OD450;1;12;1
26-07-2019 13:50:10;FLUO;1;12;1
26-07-2019 13:57:55;OD600;2;12;2
26-07-2019 14:00:07;OD450;2;12;2
26-07-2019 14:02:13;FLUO;2;12;2
26-07-2019 14:10:26;OD600;3;12;3
26-07-2019 14:12:42;OD450;3;12;3
26-07-2019 14:14:50;FLUO;3;12;3
26-07-2019 14:22:53;OD600;5;12;4
26-07-2019 14:25:08;OD450;5;12;4
26-07-2019 14:27:16;FLUO;5;12;4
26-07-2019 16:14:58;OD600;1;13;1
26-07-2019 16:17:07;OD450;1;13;1
26-07-2019 16:19:18;FLUO;1;13;1
26-07-2019 16:27:24;OD600;2;13;2
26-07-2019 16:29:38;OD450;2;13;2
26-07-2019 16:31:50;FLUO;2;13;2
26-07-2019 16:40:10;OD600;3;13;3
26-07-2019 16:42:20;OD450;3;13;3
26-07-2019 16:44:31;FLUO;3;13;3
26-07-2019 16:52:47;OD600;5;13;4
26-07-2019 16:55:01;OD450;5;13;4
26-07-2019 16:57:08;FLUO;5;13;4
26-07-2019 18:44:55;OD600;1;14;1
26-07-2019 18:47:05;OD450;1;14;1
26-07-2019 18:49:13;FLUO;1;14;1
26-07-2019 18:57:39;OD600;2;14;2
26-07-2019 18:59:51;OD450;2;14;2
26-07-2019 19:01:57;FLUO;2;14;2
26-07-2019 19:10:00;OD600;3;14;3
26-07-2019 19:12:17;OD450;3;14;3
26-07-2019 19:14:22;FLUO;3;14;3
26-07-2019 19:23:25;OD600;5;14;4
26-07-2019 19:25:35;OD450;5;14;4
26-07-2019 19:27:41;FLUO;5;14;4
26-07-2019 21:15:16;OD600;1;15;1
26-07-2019 21:17:51;OD450;1;15;1
26-07-2019 21:20:07;FLUO;1;15;1
26-07-2019 21:28:26;OD600;2;15;2
26-07-2019 21:30:38;OD450;2;15;2
26-07-2019 21:32:52;FLUO;2;15;2
26-07-2019 21:41:03;OD600;3;15;3
26-07-2019 21:43:17;OD450;3;15;3
26-07-2019 21:45:27;FLUO;3;15;3
26-07-2019 21:54:30;OD600;5;15;4
26-07-2019 21:56:50;OD450;5;15;4
26-07-2019 21:58:56;FLUO;5;15;4
26-07-2019 23:46:35;OD600;1;16;1
26-07-2019 23:48:47;OD450;1;16;1
26-07-2019 23:51:00;FLUO;1;16;1
26-07-2019 23:59:31;OD600;2;16;2
27-07-2019 00:01:41;OD450;2;16;2
27-07-2019 00:03:47;FLUO;2;16;2
27-07-2019 00:12:39;OD600;3;16;3
27-07-2019 00:14:49;OD450;3;16;3
27-07-2019 00:16:56;FLUO;3;16;3
27-07-2019 00:25:36;OD600;5;16;4
27-07-2019 00:27:46;OD450;5;16;4
27-07-2019 00:29:52;FLUO;5;16;4
27-07-2019 02:17:39;OD600;1;17;1
27-07-2019 02:19:49;OD450;1;17;1
27-07-2019 02:21:56;FLUO;1;17;1
27-07-2019 02:30:19;OD600;2;17;2
27-07-2019 02:32:28;OD450;2;17;2
27-07-2019 02:34:41;FLUO;2;17;2
27-07-2019 02:43:02;OD600;3;17;3
27-07-2019 02:45:22;OD450;3;17;3
27-07-2019 02:47:28;FLUO;3;17;3
27-07-2019 02:56:08;OD600;5;17;4
27-07-2019 02:58:18;OD450;5;17;4
27-07-2019 03:00:26;FLUO;5;17;4
27-07-2019 04:48:04;OD600;1;18;1
27-07-2019 04:50:18;OD450;1;18;1
27-07-2019 04:52:29;FLUO;1;18;1
27-07-2019 05:01:12;OD600;2;18;2
27-07-2019 05:03:24;OD450;2;18;2
27-07-2019 05:05:31;FLUO;2;18;2
27-07-2019 05:13:57;OD600;3;18;3
27-07-2019 05:16:09;OD450;3;18;3
27-07-2019 05:18:16;FLUO;3;18;3
27-07-2019 05:27:12;OD600;5;18;4
27-07-2019 05:29:23;OD450;5;18;4
27-07-2019 05:31:29;FLUO;5;18;4
27-07-2019 07:19:24;OD600;1;19;1
27-07-2019 07:21:35;OD450;1;19;1
27-07-2019 07:23:50;FLUO;1;19;1
27-07-2019 07:33:09;OD600;2;19;2
27-07-2019 07:35:23;OD450;2;19;2
27-07-2019 07:37:34;FLUO;2;19;2
27-07-2019 07:45:49;OD600;3;19;3
27-07-2019 07:47:59;OD450;3;19;3
27-07-2019 07:50:05;FLUO;3;19;3
27-07-2019 07:59:22;OD600;5;19;4
27-07-2019 08:01:33;OD450;5;19;4
27-07-2019 08:03:39;FLUO;5;19;4
27-07-2019 09:51:24;OD600;1;20;1
27-07-2019 09:53:34;OD450;1;20;1
27-07-2019 09:55:56;FLUO;1;20;1
27-07-2019 10:05:10;OD600;2;20;2
27-07-2019 10:07:24;OD450;2;20;2
27-07-2019 10:09:32;FLUO;2;20;2
27-07-2019 10:18:12;OD600;3;20;3
27-07-2019 10:20:23;OD450;3;20;3
27-07-2019 10:22:30;FLUO;3;20;3
27-07-2019 10:31:17;OD600;5;20;4
27-07-2019 10:33:30;OD450;5;20;4
27-07-2019 10:35:36;FLUO;5;20;4
27-07-2019 12:23:36;OD600;1;21;1
27-07-2019 12:25:46;OD450;1;21;1
27-07-2019 12:27:54;FLUO;1;21;1
27-07-2019 12:36:25;OD600;2;21;2
27-07-2019 12:38:40;OD450;2;21;2
27-07-2019 12:40:47;FLUO;2;21;2
27-07-2019 12:49:53;OD600;3;21;3
27-07-2019 12:52:10;OD450;3;21;3
27-07-2019 12:54:17;FLUO;3;21;3
27-07-2019 13:03:27;OD600;5;21;4
27-07-2019 13:05:39;OD450;5;21;4
27-07-2019 13:07:46;FLUO;5;21;4
27-07-2019 14:55:57;OD600;1;22;1
27-07-2019 14:58:06;OD450;1;22;1
27-07-2019 15:00:13;FLUO;1;22;1
27-07-2019 15:09:32;OD600;2;22;2
27-07-2019 15:11:48;OD450;2;22;2
27-07-2019 15:13:56;FLUO;2;22;2
27-07-2019 15:22:16;OD600;3;22;3
27-07-2019 15:24:28;OD450;3;22;3
27-07-2019 15:26:35;FLUO;3;22;3
27-07-2019 15:35:17;OD600;5;22;4
27-07-2019 15:37:29;OD450;5;22;4
27-07-2019 15:39:38;FLUO;5;22;4
27-07-2019 17:29:34;OD600;1;23;1
27-07-2019 17:31:46;OD450;1;23;1
27-07-2019 17:33:54;FLUO;1;23;1
27-07-2019 17:42:52;OD600;2;23;2
27-07-2019 17:45:02;OD450;2;23;2
27-07-2019 17:47:09;FLUO;2;23;2
27-07-2019 17:56:39;OD600;3;23;3
27-07-2019 17:58:50;OD450;3;23;3
27-07-2019 18:01:00;FLUO;3;23;3
27-07-2019 18:09:59;OD600;5;23;4
27-07-2019 18:12:13;OD450;5;23;4
27-07-2019 18:14:21;FLUO;5;23;4
27-07-2019 20:04:40;OD600;1;24;1
27-07-2019 20:07:00;OD450;1;24;1
27-07-2019 20:09:07;FLUO;1;24;1
27-07-2019 20:18:24;OD600;2;24;2
27-07-2019 20:20:35;OD450;2;24;2
27-07-2019 20:22:43;FLUO;2;24;2
27-07-2019 20:31:47;OD600;3;24;3
27-07-2019 20:33:59;OD450;3;24;3
27-07-2019 20:36:06;FLUO;3;24;3
27-07-2019 20:45:15;OD600;5;24;4
27-07-2019 20:47:25;OD450;5;24;4
27-07-2019 20:49:33;FLUO;5;24;4
27-07-2019 22:39:07;OD600;1;25;1
27-07-2019 22:41:24;OD450;1;25;1
27-07-2019 22:43:32;FLUO;1;25;1
27-07-2019 22:52:37;OD600;2;25;2
27-07-2019 22:54:48;OD450;2;25;2
27-07-2019 22:56:59;FLUO;2;25;2
27-07-2019 23:05:34;OD600;3;25;3
27-07-2019 23:07:46;OD450;3;25;3
27-07-2019 23:09:52;FLUO;3;25;3
27-07-2019 23:18:43;OD600;5;25;4
27-07-2019 23:20:53;OD450;5;25;4
27-07-2019 23:23:00;FLUO;5;25;4
28-07-2019 01:12:41;OD600;1;26;1
28-07-2019 01:15:00;OD450;1;26;1
28-07-2019 01:17:07;FLUO;1;26;1
28-07-2019 01:25:49;OD600;2;26;2
28-07-2019 01:28:01;OD450;2;26;2
28-07-2019 01:30:10;FLUO;2;26;2
28-07-2019 01:39:26;OD600;3;26;3
28-07-2019 01:41:42;OD450;3;26;3
28-07-2019 01:43:52;FLUO;3;26;3
28-07-2019 01:52:29;OD600;5;26;4
28-07-2019 01:54:52;OD450;5;26;4
28-07-2019 01:57:02;FLUO;5;26;4
28-07-2019 03:47:15;OD600;1;27;1
28-07-2019 03:49:29;OD450;1;27;1
28-07-2019 03:51:35;FLUO;1;27;1
28-07-2019 04:00:46;OD600;2;27;2
28-07-2019 04:03:08;OD450;2;27;2
28-07-2019 04:05:15;FLUO;2;27;2
28-07-2019 04:14:05;OD600;3;27;3
28-07-2019 04:16:26;OD450;3;27;3
28-07-2019 04:18:33;FLUO;3;27;3
28-07-2019 04:27:54;OD600;5;27;4
28-07-2019 04:30:09;OD450;5;27;4
28-07-2019 04:32:18;FLUO;5;27;4
28-07-2019 06:22:23;OD600;1;28;1
28-07-2019 06:24:33;OD450;1;28;1
28-07-2019 06:26:41;FLUO;1;28;1
28-07-2019 06:38:00;OD600;2;28;2
28-07-2019 06:40:11;OD450;2;28;2
28-07-2019 06:42:19;FLUO;2;28;2
28-07-2019 06:52:01;OD600;3;28;3
28-07-2019 06:54:13;OD450;3;28;3
28-07-2019 06:56:20;FLUO;3;28;3
28-07-2019 07:05:57;OD600;5;28;4
28-07-2019 07:08:13;OD450;5;28;4
28-07-2019 07:10:21;FLUO;5;28;4
28-07-2019 09:00:22;OD600;1;29;1
28-07-2019 09:02:33;OD450;1;29;1
28-07-2019 09:04:40;FLUO;1;29;1
28-07-2019 09:12:58;OD600;2;29;2
28-07-2019 09:15:19;OD450;2;29;2
28-07-2019 09:17:26;FLUO;2;29;2
28-07-2019 09:26:20;OD600;3;29;3
28-07-2019 09:28:32;OD450;3;29;3
28-07-2019 09:30:41;FLUO;3;29;3
28-07-2019 09:39:46;OD600;5;29;4
28-07-2019 09:42:05;OD450;5;29;4
28-07-2019 09:44:13;FLUO;5;29;4
28-07-2019 11:35:02;OD600;1;30;1
28-07-2019 11:37:14;OD450;1;30;1
28-07-2019 11:39:21;FLUO;1;30;1
28-07-2019 11:47:48;OD600;2;30;2
28-07-2019 11:49:58;OD450;2;30;2
28-07-2019 11:52:08;FLUO;2;30;2
28-07-2019 12:02:09;OD600;3;30;3
28-07-2019 12:04:20;OD450;3;30;3
28-07-2019 12:06:27;FLUO;3;30;3
28-07-2019 12:15:12;OD600;5;30;4
28-07-2019 12:17:24;OD450;5;30;4
28-07-2019 12:19:32;FLUO;5;30;4
28-07-2019 14:10:02;OD600;1;31;1
28-07-2019 14:12:15;OD450;1;31;1
28-07-2019 14:14:25;FLUO;1;31;1
28-07-2019 14:22:53;OD600;2;31;2
28-07-2019 14:25:03;OD450;2;31;2
28-07-2019 14:27:09;FLUO;2;31;2
28-07-2019 14:35:49;OD600;3;31;3
28-07-2019 14:37:59;OD450;3;31;3
28-07-2019 14:40:07;FLUO;3;31;3
28-07-2019 14:49:05;OD600;5;31;4
28-07-2019 14:51:15;OD450;5;31;4
28-07-2019 14:53:23;FLUO;5;31;4
28-07-2019 16:43:43;OD600;1;32;1
28-07-2019 16:45:56;OD450;1;32;1
28-07-2019 16:48:07;FLUO;1;32;1
28-07-2019 16:57:07;OD600;2;32;2
28-07-2019 16:59:18;OD450;2;32;2
28-07-2019 17:01:27;FLUO;2;32;2
